DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01.01. 00:00
31.03. 23:30
Start_Year: 2020
Channel number,,,,,,,,,,
Sensor code,,,,,,,,,,
        Datum, BoTemp10, BoTemp20, BoTemp30, Theta201, Theta202, w_up_con, Theta801, Theta802, Lys_Akku
Units,,,,,,,,,,
Minimum value,,,,,,,,,,
Maximum value,,,,,,,,,,
05.01. 14:00 ,    30.03,    30.03,    30.03,    29.34,    24.68,   4.8150,    28.03,    26.98,   5.0010
05.01. 14:30 ,    30.03,    30.03,    30.03,    29.67,    24.94,   4.8210,    28.36,    27.31,   4.9800
05.01. 15:00 ,    30.03,    30.03,    30.03,    29.92,    25.21,   4.8340,    28.56,    27.54,   5.0490
05.01. 15:30 ,    30.03,    30.03,    30.03,    29.91,    25.43,   4.8540,    28.76,    27.76,   5.0350
05.01. 16:00 ,    30.03,    30.03,    30.03,    30.07,    25.40,   4.8470,    28.75,    27.70,   5.0560
05.01. 16:30 ,    30.03,    30.03,    30.03,    30.00,    25.39,   4.8410,    28.77,    27.77,   5.0080
05.01. 17:00 ,    30.03,    30.03,    30.03,    30.11,    25.46,   4.8470,    28.79,    27.76,   5.0560
05.01. 17:30 ,    10.07,     4.27,    28.58,    40.17,    34.11,  26.8610,    38.28,    36.78,  12.8160
05.01. 18:00 ,    30.03,    30.03,    30.03,    29.06,    24.41,   4.7950,    27.76,    26.73,   4.9870
05.01. 18:30 ,    30.03,    30.03,    30.03,    28.78,    24.20,   4.7880,    27.50,    26.45,   4.9940
05.01. 19:00 ,    30.03,    30.03,    30.03,    32.78,    27.82,  11.8530,    31.27,    30.08,  12.3450
05.01. 19:30 ,    30.03,    30.03,    30.03,    29.11,    24.50,   4.7820,    27.83,    26.80,   4.9530
05.01. 20:00 ,    30.03,    30.03,    30.03,    29.17,    24.55,   4.7880,    27.84,    26.74,   5.0210
05.01. 20:30 ,    30.03,    30.03,    30.03,    28.00,    23.44,   4.7290,    26.69,    25.64,   4.9260
05.01. 21:00 ,    30.03,    30.03,    30.03,    29.13,    24.49,   4.7620,    27.80,    26.77,   4.9600
05.01. 21:30 ,    30.03,    30.03,    30.03,    29.76,    25.03,   4.8280,    28.05,    27.25,   5.0150
05.01. 22:00 ,    30.03,    30.03,    30.03,    29.64,    24.96,   4.7620,    28.08,    27.26,   4.9600
05.01. 22:30 ,    30.03,    30.03,    30.03,    40.17,    33.20,  26.8610,    32.32,    31.41,  12.2900
05.01. 23:00 ,    30.03,    30.03,    30.03,    30.12,    25.45,   4.7560,    28.57,    27.78,   4.9390
05.01. 23:30 ,    30.03,    30.03,    30.03,    29.18,    26.36,  19.4880,    33.24,    32.36,  20.2970
06.01. 00:00 ,    30.03,    30.03,    30.03,    29.47,    24.85,   4.7290,    27.93,    27.14,   4.9260
06.01. 00:30 ,   -18.03,     0.12,    21.49,    40.17,    34.11,  26.8610,    31.58,    30.70,  12.5090
06.01. 01:00 ,    30.03,    30.03,    30.03,    29.20,    24.52,   4.7030,    27.57,    26.80,   4.9050
06.01. 01:30 ,    30.03,    30.03,    30.03,    29.25,    24.60,   4.7100,    27.64,    26.89,   4.8980
06.01. 02:00 ,    30.03,    30.03,    30.03,    29.28,    24.60,   4.6970,    27.66,    26.95,   4.8980
06.01. 02:30 ,    30.03,    30.03,    30.03,    29.74,    25.00,   4.7230,    28.05,    27.31,   4.9190
06.01. 03:00 ,    30.03,    30.03,    30.03,    29.71,    25.03,   4.6970,    28.05,    27.33,   4.9120
06.01. 03:30 ,    30.03,    30.03,    30.03,    29.93,    25.35,   4.7490,    28.32,    27.55,   4.9670
06.01. 04:00 ,    30.03,    30.03,    30.03,    30.78,    26.04,   4.7560,    29.01,    28.32,   4.9530
06.01. 04:30 ,    30.03,    30.03,    30.03,    31.55,    26.91,   4.7750,    29.81,    29.06,   4.8980
06.01. 05:00 ,    30.03,    30.03,    30.03,    34.62,    33.65,  26.0210,    37.14,    32.03,  10.6300
06.01. 05:30 ,    30.03,    30.03,    30.03,    31.51,    26.75,   4.7560,    29.67,    28.98,   4.9740
06.01. 06:00 ,    30.03,    30.03,    30.03,    31.50,    26.77,   4.7420,    29.68,    29.07,   4.9740
06.01. 06:30 ,    30.03,    30.03,    30.03,    32.15,    27.45,   4.7560,    30.58,    30.18,   4.6590
06.01. 07:00 ,    30.03,    30.03,    30.03,    32.26,    27.47,   4.8150,    30.38,    29.68,   5.0210
06.01. 07:30 ,    30.03,    30.03,    30.03,    33.91,    29.04,   5.0840,    32.04,    31.30,   5.2740
06.01. 08:00 ,    24.45,    30.03,    30.03,    35.99,    30.76,   5.8970,    33.78,    33.10,   6.1620
06.01. 08:30 ,    24.38,    29.99,    30.03,    35.80,    30.30,   5.6150,    33.32,    32.61,   5.8550
06.01. 09:00 ,    30.03,    30.03,    30.03,    33.43,    28.58,   4.9590,    31.52,    30.81,   5.1440
06.01. 09:30 ,    28.97,    30.03,    30.03,    34.70,    29.83,   5.4440,    32.91,    32.14,   5.7320
06.01. 10:00 ,    25.79,    29.33,    30.03,    34.59,    29.65,   5.3330,    32.76,    32.03,   5.5410
06.01. 10:30 ,    22.48,    28.91,    30.03,    35.66,    30.31,   5.6280,    33.27,    32.56,   5.8890
06.01. 11:00 ,    14.47,    29.93,    30.03,    35.08,    30.02,   5.5890,    32.95,    32.24,   5.8550
06.01. 11:30 ,    27.79,    30.03,    30.03,    34.77,    29.76,   5.3460,    32.75,    32.12,   5.6160
06.01. 12:00 ,    26.18,    30.03,    30.03,    35.26,    30.14,   5.5100,    32.90,    32.19,   5.8480
06.01. 12:30 ,   -18.03,    20.76,    30.03,    37.09,    31.68,   6.7300,    34.55,    33.84,   7.0570
06.01. 13:00 ,    11.57,    24.98,    30.03,    35.94,    30.52,   5.7920,    33.45,    32.77,   6.0670
06.01. 13:30 ,   -18.03,    22.48,    30.03,    36.73,    31.37,   6.3490,    34.36,    33.87,   6.7630
06.01. 14:00 ,   -18.03,    22.94,    30.03,    36.84,    31.48,   6.4680,    34.38,    33.70,   6.7910
06.01. 14:30 ,   -18.03,     0.12,    21.33,    40.17,    34.08,  26.8610,    37.62,    36.67,  27.9760
06.01. 15:00 ,    22.17,    28.70,    30.03,    35.67,    30.57,   5.8120,    33.53,    32.87,   6.0460
06.01. 15:30 ,   -18.03,     6.69,    26.53,    38.70,    32.98,   9.4190,    36.14,    35.22,  10.2270
06.01. 16:00 ,   -11.26,    20.82,    29.12,    36.97,    31.46,   6.5000,    34.42,    33.80,   6.8180
06.01. 16:30 ,   -18.03,     6.31,    26.50,    38.91,    33.15,  10.4360,    36.35,    35.43,  11.5530
06.01. 17:00 ,   -18.03,     5.21,    25.78,    39.02,    33.20,  11.0920,    36.46,    35.54,  12.2560
06.01. 17:30 ,   -18.03,     6.77,    25.50,    38.68,    32.94,   9.1960,    36.05,    35.13,   9.5850
06.01. 18:00 ,   -18.03,     5.81,    25.70,    38.94,    33.17,  11.0130,    36.38,    35.50,  13.9850
06.01. 18:30 ,   -18.03,     2.46,    23.62,    39.64,    33.72,  26.3360,    37.08,    36.17,  27.4300
06.01. 19:00 ,   -18.03,     1.92,    23.03,    39.68,    33.75,  26.3880,    37.19,    36.28,  27.4840
06.01. 19:30 ,   -18.03,     2.26,    23.53,    39.78,    33.85,  26.5460,    37.22,    36.34,  27.6480
06.01. 20:00 ,   -18.03,     5.06,    25.72,    39.18,    33.38,  13.3090,    36.58,    35.70,  25.9470
06.01. 20:30 ,   -18.03,     4.88,    25.81,    39.38,    33.49,  26.0740,    36.82,    35.98,  27.1560
06.01. 21:00 ,   -18.03,     3.33,    24.44,    39.46,    33.57,  26.1790,    37.01,    36.09,  27.2660
06.01. 21:30 ,   -18.03,     5.63,    25.98,    39.02,    33.21,  11.0720,    36.39,    35.55,  12.6390
06.01. 22:00 ,   -18.03,     1.14,    22.33,    39.96,    33.97,  26.7030,    37.33,    36.45,  27.8120
06.01. 22:30 ,   -18.03,     1.91,    22.82,    39.71,    33.74,  26.3880,    37.08,    36.20,  27.4840
06.01. 23:00 ,   -18.03,     0.46,    21.39,    40.17,    34.08,  26.8610,    37.55,    36.63,  27.9760
06.01. 23:30 ,   -18.03,     0.44,    21.33,    40.17,    34.08,  26.8610,    37.55,    36.63,  27.9760
07.01. 00:00 ,    30.03,    30.03,    30.03,    30.51,    25.83,   4.7750,    28.64,    28.06,   4.9670
07.01. 00:30 ,   -18.03,     0.54,    21.33,    40.17,    34.11,  26.8610,    37.51,    36.63,  27.9760
07.01. 01:00 ,   -18.03,     0.60,    21.33,    40.17,    34.11,  26.8610,    37.51,    36.63,  27.9760
07.01. 01:30 ,   -18.03,     0.65,    21.33,    40.17,    34.08,  26.8610,    37.51,    36.63,  27.9760
07.01. 02:00 ,   -18.03,     0.71,    21.33,    40.17,    34.08,  26.8610,    37.51,    36.63,  27.9760
07.01. 02:30 ,   -18.03,     0.71,    21.33,    40.17,    34.11,  26.8610,    37.51,    36.63,  27.9760
07.01. 03:00 ,   -18.03,     0.65,    21.33,    40.17,    34.11,  26.8610,    37.51,    36.63,  27.9760
07.01. 03:30 ,   -18.03,     0.71,    21.33,    40.17,    34.08,  26.8610,    37.48,    36.63,  27.9760
07.01. 04:00 ,   -18.03,     0.76,    21.33,    40.17,    34.08,  26.8610,    37.48,    36.63,  27.9760
07.01. 04:30 ,   -18.03,     0.76,    21.33,    40.17,    34.11,  26.8610,    37.48,    36.63,  27.9760
07.01. 05:00 ,   -18.03,     0.81,    21.33,    40.17,    34.08,  26.8610,    37.48,    36.63,  27.9760
07.01. 05:30 ,   -18.03,     0.97,    21.33,    40.17,    34.11,  26.8610,    37.48,    36.63,  27.9760
07.01. 06:00 ,   -18.03,     1.08,    21.33,    40.17,    34.08,  26.8610,    37.47,    36.63,  27.9760
07.01. 06:30 ,   -18.03,     1.08,    21.33,    40.17,    34.11,  26.8610,    37.47,    36.63,  27.9760
07.01. 07:00 ,   -18.03,     1.13,    21.33,    40.17,    34.08,  26.8610,    37.47,    36.63,  27.9760
07.01. 07:30 ,   -18.03,     1.19,    21.33,    40.17,    34.08,  26.8610,    37.47,    36.63,  27.9760
07.01. 08:00 ,   -18.03,     1.24,    21.33,    40.17,    34.08,  26.8610,    37.44,    36.63,  27.9760
07.01. 08:30 ,   -18.03,     1.13,    21.50,    40.17,    34.08,  26.8610,    37.44,    36.63,  27.9760
07.01. 09:00 ,   -18.03,     1.13,    21.50,    40.17,    34.08,  26.8610,    37.44,    36.63,  27.9760
07.01. 09:30 ,   -18.03,     1.19,    21.50,    40.17,    34.08,  26.8610,    37.40,    36.63,  27.9760
07.01. 10:00 ,   -18.03,     1.35,    21.50,    40.17,    34.08,  26.8610,    37.40,    36.63,  27.9760
07.01. 10:30 ,   -18.03,     1.51,    21.50,    40.13,    34.08,  26.8610,    37.40,    36.63,  27.9760
07.01. 11:00 ,   -18.03,     1.63,    21.50,    40.17,    34.08,  26.8610,    37.40,    36.63,  27.9760
07.01. 11:30 ,   -18.03,     1.74,    21.50,    40.17,    34.08,  26.8610,    37.36,    36.67,  27.9760
07.01. 12:00 ,   -18.03,     1.86,    21.50,    40.17,    34.08,  26.8610,    37.36,    36.63,  27.9760
07.01. 12:30 ,   -18.03,     2.04,    21.50,    40.17,    34.08,  26.8610,    37.36,    36.63,  27.9760
07.01. 13:00 ,   -18.03,     2.15,    21.50,    40.17,    34.08,  26.8610,    37.36,    36.67,  27.9760
07.01. 13:30 ,   -18.03,     2.27,    21.50,    40.17,    34.08,  26.8610,    37.36,    36.63,  27.9760
07.01. 14:00 ,   -18.03,     2.33,    21.50,    40.17,    34.08,  26.8610,    37.36,    36.63,  27.9760
07.01. 14:30 ,   -18.03,     2.39,    21.50,    40.17,    34.08,  26.8610,    37.40,    36.67,  27.9760
07.01. 15:00 ,   -18.03,     2.39,    21.67,    40.17,    34.08,  26.8610,    37.36,    36.63,  27.9760
07.01. 15:30 ,   -18.03,     2.39,    21.51,    40.17,    34.08,  26.8610,    37.40,    36.63,  27.9760
07.01. 16:00 ,   -18.03,     2.39,    21.51,    40.17,    34.08,  26.8610,    37.36,    36.67,  27.9760
07.01. 16:30 ,   -18.03,     2.39,    21.67,    40.17,    34.08,  26.8610,    37.36,    36.67,  27.9760
07.01. 17:00 ,   -18.03,     2.33,    21.50,    40.17,    34.08,  26.8610,    37.36,    36.63,  27.9760
07.01. 17:30 ,   -18.03,     2.27,    21.67,    40.17,    34.08,  26.8610,    37.36,    36.67,  27.9760
07.01. 18:00 ,   -18.03,     2.21,    21.50,    40.17,    34.11,  26.8610,    37.36,    36.63,  27.9760
07.01. 18:30 ,   -18.03,     2.09,    21.50,    40.17,    34.08,  26.8610,    37.33,    36.63,  27.9760
07.01. 19:00 ,   -18.03,     1.98,    21.50,    40.17,    34.08,  26.8610,    37.33,    36.63,  27.9760
07.01. 19:30 ,   -18.03,     1.92,    21.50,    40.17,    34.11,  26.8610,    37.33,    36.49,  27.9760
07.01. 20:00 ,   -18.03,     1.74,    21.50,    40.17,    34.08,  26.8610,    37.33,    36.49,  27.9760
07.01. 20:30 ,   -18.03,     1.51,    21.50,    40.17,    34.08,  26.8610,    37.29,    36.49,  27.9760
07.01. 21:00 ,   -18.03,     1.30,    21.50,    40.17,    34.08,  26.8610,    37.29,    36.45,  27.9760
07.01. 21:30 ,   -18.03,     1.13,    21.50,    40.17,    34.08,  26.8610,    37.29,    36.45,  27.9760
07.01. 22:00 ,   -18.03,     0.92,    21.50,    40.17,    34.08,  26.8610,    37.29,    36.45,  27.9760
07.01. 22:30 ,   -18.03,     0.71,    21.50,    40.13,    34.08,  26.8610,    37.22,    36.45,  27.9760
07.01. 23:00 ,   -18.03,     0.60,    21.50,    40.17,    34.08,  26.8610,    37.22,    36.45,  27.9760
07.01. 23:30 ,   -18.03,     0.54,    21.50,    40.13,    34.08,  26.8610,    37.18,    36.45,  27.9760
08.01. 00:00 ,   -18.03,     0.44,    21.50,    40.17,    34.08,  26.8610,    37.18,    36.45,  27.9760
08.01. 00:30 ,   -18.03,     0.54,    21.33,    40.17,    34.08,  26.8610,    37.18,    36.45,  27.9760
08.01. 01:00 ,   -18.03,     0.54,    21.33,    40.17,    34.08,  26.8610,    37.18,    36.45,  27.9760
08.01. 01:30 ,   -18.03,     0.54,    21.33,    40.13,    34.08,  26.8610,    37.18,    36.41,  27.9760
08.01. 02:00 ,   -18.03,     0.49,    21.33,    40.13,    34.08,  26.8610,    37.15,    36.41,  27.9760
08.01. 02:30 ,   -18.03,     0.44,    21.33,    40.13,    34.08,  26.8610,    37.15,    36.41,  27.9760
08.01. 03:00 ,   -18.03,     0.38,    21.33,    40.13,    34.08,  26.8610,    37.15,    36.41,  27.9760
08.01. 03:30 ,   -18.03,     0.33,    21.33,    40.13,    34.08,  26.8610,    37.15,    36.41,  27.9760
08.01. 04:00 ,   -18.03,     0.33,    21.33,    40.13,    34.08,  26.8610,    37.15,    36.41,  27.9760
08.01. 04:30 ,   -18.03,     0.38,    21.33,    40.13,    34.08,  26.8610,    37.15,    36.41,  27.9760
08.01. 05:00 ,   -18.03,     0.38,    21.33,    40.13,    34.05,  26.8610,    37.11,    36.41,  27.9760
08.01. 05:30 ,   -18.03,     0.33,    21.33,    40.13,    34.08,  26.8610,    37.15,    36.41,  27.9760
08.01. 06:00 ,   -18.03,     0.33,    21.33,    40.13,    34.05,  26.8610,    37.11,    36.41,  27.9760
08.01. 06:30 ,   -18.03,     0.38,    21.17,    40.13,    34.08,  26.8610,    37.11,    36.38,  27.9760
08.01. 07:00 ,   -18.03,     0.44,    21.33,    40.13,    34.08,  26.8610,    37.11,    36.38,  27.9760
08.01. 07:30 ,   -18.03,     0.44,    21.33,    40.13,    34.08,  26.8610,    37.11,    36.38,  27.9760
08.01. 08:00 ,   -18.03,     0.60,    21.17,    40.13,    34.08,  26.8610,    37.11,    36.41,  27.9760
08.01. 08:30 ,   -18.03,     0.65,    21.33,    40.17,    34.08,  26.8610,    37.11,    36.38,  27.9760
08.01. 09:00 ,   -18.03,     0.76,    21.33,    40.13,    34.08,  26.8610,    37.11,    36.38,  27.9760
08.01. 09:30 ,   -18.03,     0.92,    21.33,    40.13,    34.05,  26.8610,    37.07,    36.38,  27.9760
08.01. 10:00 ,   -18.03,     1.03,    21.33,    40.13,    34.08,  26.8610,    37.07,    36.38,  27.9760
08.01. 10:30 ,   -18.03,     1.19,    21.33,    40.13,    34.08,  26.8610,    37.07,    36.38,  27.9760
08.01. 11:00 ,   -18.03,     1.30,    21.33,    40.13,    34.05,  26.8610,    37.07,    36.38,  27.9760
08.01. 11:30 ,   -18.03,     1.46,    21.34,    40.13,    34.08,  26.8610,    37.04,    36.38,  27.9760
08.01. 12:00 ,   -18.03,     1.69,    21.34,    40.13,    34.08,  26.8610,    37.04,    36.38,  27.9760
08.01. 12:30 ,   -18.03,     1.92,    21.34,    40.13,    34.08,  26.8610,    37.04,    36.38,  27.9760
08.01. 13:00 ,   -18.03,     2.15,    21.34,    40.17,    34.08,  26.8610,    37.04,    36.38,  27.9760
08.01. 13:30 ,   -18.03,     2.33,    21.34,    40.13,    34.08,  26.8610,    37.03,    36.38,  27.9760
08.01. 14:00 ,   -18.03,     2.50,    21.34,    40.17,    34.08,  26.8610,    37.03,    36.38,  27.9760
08.01. 14:30 ,   -18.03,     2.62,    21.51,    40.17,    34.08,  26.8610,    37.03,    36.38,  27.9760
08.01. 15:00 ,   -18.03,     2.68,    21.51,    40.17,    34.08,  26.8610,    37.00,    36.38,  27.9760
08.01. 15:30 ,   -18.03,     2.80,    21.51,    40.17,    34.08,  26.8610,    37.03,    36.38,  27.9760
08.01. 16:00 ,   -18.03,     2.85,    21.51,    40.17,    34.08,  26.8610,    37.00,    36.38,  27.9760
08.01. 16:30 ,   -18.03,     2.85,    21.51,    40.17,    34.08,  26.8610,    37.00,    36.38,  27.9760
08.01. 17:00 ,   -18.03,     2.68,    21.51,    40.17,    34.08,  26.8610,    37.00,    36.38,  27.9760
08.01. 17:30 ,   -18.03,     2.45,    21.51,    40.12,    34.08,  26.8610,    37.00,    36.38,  27.9760
08.01. 18:00 ,   -18.03,     2.33,    21.51,    40.17,    34.08,  26.8610,    37.00,    36.34,  27.9760
08.01. 18:30 ,   -18.03,     2.27,    21.51,    40.17,    34.08,  26.8610,    37.00,    36.34,  27.9760
08.01. 19:00 ,   -18.03,     2.27,    21.51,    40.17,    34.08,  26.8610,    37.00,    36.34,  27.9760
08.01. 19:30 ,   -18.03,     2.33,    21.51,    40.17,    34.08,  26.8610,    36.96,    36.34,  27.9760
08.01. 20:00 ,   -18.03,     2.33,    21.51,    40.13,    34.08,  26.8610,    36.96,    36.34,  27.9760
08.01. 20:30 ,   -18.03,     2.21,    21.51,    40.13,    34.08,  26.8610,    36.96,    36.34,  27.9760
08.01. 21:00 ,   -18.03,     2.15,    21.50,    40.13,    34.08,  26.8610,    36.96,    36.34,  27.9760
08.01. 21:30 ,   -18.03,     2.21,    21.50,    40.13,    34.08,  26.8610,    36.96,    36.34,  27.9760
08.01. 22:00 ,   -18.03,     2.15,    21.50,    40.13,    34.08,  26.8610,    36.96,    36.34,  27.9760
08.01. 22:30 ,   -18.03,     2.09,    21.50,    40.13,    34.08,  26.8610,    36.93,    36.34,  27.9760
08.01. 23:00 ,   -18.03,     2.09,    21.50,    40.13,    34.08,  26.8610,    36.93,    36.34,  27.9760
08.01. 23:30 ,   -18.03,     2.15,    21.50,    40.08,    34.05,  26.8610,    36.93,    36.30,  27.9760
09.01. 00:00 ,   -18.03,     2.15,    21.50,    40.08,    34.05,  26.8610,    36.89,    36.30,  27.9760
09.01. 00:30 ,   -18.03,     2.21,    21.50,    40.13,    34.05,  26.8610,    36.93,    36.30,  27.9760
09.01. 01:00 ,   -18.03,     2.27,    21.50,    40.13,    34.05,  26.8610,    36.93,    36.30,  27.9760
09.01. 01:30 ,   -18.03,     2.27,    21.51,    40.13,    34.05,  26.8610,    36.89,    36.30,  27.9760
09.01. 02:00 ,   -18.03,     2.33,    21.51,    40.13,    34.05,  26.8610,    36.89,    36.30,  27.9760
09.01. 02:30 ,   -18.03,     2.33,    21.51,    40.13,    34.05,  26.8610,    36.89,    36.30,  27.9760
09.01. 03:00 ,   -18.03,     2.39,    21.51,    40.13,    34.05,  26.8610,    36.89,    36.30,  27.9760
09.01. 03:30 ,   -18.03,     2.39,    21.51,    40.08,    34.05,  26.8610,    36.89,    36.30,  27.9760
09.01. 04:00 ,   -18.03,     2.39,    21.51,    40.13,    34.05,  26.8610,    36.89,    36.30,  27.9760
09.01. 04:30 ,   -18.03,     2.39,    21.51,    40.08,    34.05,  26.8610,    36.82,    36.30,  27.9760
09.01. 05:00 ,   -18.03,     2.44,    21.51,    40.08,    34.05,  26.8610,    36.82,    36.27,  27.9760
09.01. 05:30 ,   -18.03,     2.50,    21.51,    40.08,    34.05,  26.8610,    36.78,    36.27,  27.9760
09.01. 06:00 ,   -18.03,     2.44,    21.51,    40.08,    34.02,  26.8610,    36.82,    36.27,  27.9760
09.01. 06:30 ,   -18.03,     2.39,    21.51,    40.08,    34.02,  26.8610,    36.78,    36.27,  27.9760
09.01. 07:00 ,   -18.03,     2.33,    21.51,    40.08,    34.05,  26.8610,    36.78,    36.27,  27.9760
09.01. 07:30 ,   -18.03,     2.27,    21.51,    40.08,    34.02,  26.8610,    36.78,    36.27,  27.9760
09.01. 08:00 ,   -18.03,     2.15,    21.51,    40.08,    34.02,  26.8610,    36.78,    36.27,  27.9760
09.01. 08:30 ,   -18.03,     2.15,    21.51,    40.08,    34.02,  26.8610,    36.78,    36.27,  27.9760
09.01. 09:00 ,   -18.03,     2.15,    21.51,    40.08,    34.02,  26.8610,    36.78,    36.27,  27.9760
09.01. 09:30 ,   -18.03,     2.15,    21.51,    40.08,    34.02,  26.8610,    36.78,    36.27,  27.9760
09.01. 10:00 ,   -18.03,     2.27,    21.51,    40.08,    34.05,  26.8610,    36.78,    36.23,  27.9760
09.01. 10:30 ,   -18.03,     2.50,    21.51,    40.08,    34.02,  26.8610,    36.78,    36.27,  27.9760
09.01. 11:00 ,   -18.03,     2.85,    21.51,    40.08,    34.02,  26.8610,    36.78,    36.27,  27.9760
09.01. 11:30 ,   -18.03,     3.16,    21.51,    40.08,    34.05,  26.8610,    36.78,    36.27,  27.9760
09.01. 12:00 ,   -18.03,     3.48,    21.51,    40.08,    34.02,  26.8610,    36.78,    36.27,  27.9760
09.01. 12:30 ,   -18.03,     3.73,    21.51,    40.08,    34.02,  26.8610,    36.78,    36.27,  27.9760
09.01. 13:00 ,   -18.03,     3.92,    21.51,    40.08,    34.05,  26.8610,    36.78,    36.27,  27.9760
09.01. 13:30 ,   -18.03,     4.11,    21.52,    40.08,    34.02,  26.8610,    36.74,    36.26,  27.9760
09.01. 14:00 ,   -18.03,     4.30,    21.52,    40.08,    34.02,  26.8610,    36.74,    36.26,  27.9760
09.01. 14:30 ,   -18.03,     4.37,    21.52,    40.08,    34.02,  26.8610,    36.74,    36.26,  27.9760
09.01. 15:00 ,   -18.03,     4.43,    21.52,    40.08,    34.02,  26.8610,    36.78,    36.26,  27.9760
09.01. 15:30 ,   -18.03,     4.37,    21.52,    40.08,    34.02,  26.8610,    36.74,    36.26,  27.9760
09.01. 16:00 ,   -18.03,     4.24,    21.52,    40.08,    34.02,  26.8610,    36.74,    36.26,  27.9760
09.01. 16:30 ,   -18.03,     4.24,    21.52,    40.08,    34.02,  26.8610,    36.74,    36.23,  27.9760
09.01. 17:00 ,   -18.03,     4.05,    21.52,    40.08,    34.02,  26.8610,    36.74,    36.23,  27.9760
09.01. 17:30 ,   -18.03,     3.79,    21.68,    40.08,    34.02,  26.8610,    36.74,    36.23,  27.9760
09.01. 18:00 ,   -18.03,     3.67,    21.68,    40.08,    34.02,  26.8610,    36.74,    36.23,  27.9760
09.01. 18:30 ,   -18.03,     3.54,    21.68,    40.08,    34.02,  26.8610,    36.74,    36.23,  27.9760
09.01. 19:00 ,   -18.03,     3.41,    21.68,    40.04,    33.99,  26.8610,    36.70,    36.23,  27.9760
09.01. 19:30 ,   -18.03,     3.35,    21.68,    40.04,    33.99,  26.8610,    36.70,    36.23,  27.9760
09.01. 20:00 ,   -18.03,     3.29,    21.68,    40.04,    33.99,  26.8610,    36.70,    36.23,  27.9760
09.01. 20:30 ,   -18.03,     3.16,    21.68,    40.04,    34.02,  26.8610,    36.70,    36.23,  27.9760
09.01. 21:00 ,   -18.03,     3.16,    21.68,    40.04,    33.99,  26.8610,    36.70,    36.23,  27.9760
09.01. 21:30 ,   -18.03,     3.03,    21.68,    40.04,    33.99,  26.8610,    36.70,    36.23,  27.9760
09.01. 22:00 ,   -18.03,     3.03,    21.51,    40.04,    33.99,  26.8610,    36.70,    36.23,  27.9760
09.01. 22:30 ,   -18.03,     3.03,    21.51,    40.04,    33.99,  26.8610,    36.67,    36.19,  27.9760
09.01. 23:00 ,   -18.03,     3.09,    21.51,    40.04,    33.99,  26.8610,    36.67,    36.19,  27.9760
09.01. 23:30 ,   -18.03,     3.03,    21.51,    40.04,    33.99,  26.8610,    36.67,    36.19,  27.9760
